model,sample_index,number_of_atoms,dft_negative_mode_count,predicted_negative_mode_count,exact_negative_mode_count_match,dft_stationary_point_class,predicted_stationary_point_class,three_class_match
AlphaNet AD,412,11,1,1,True,Transition state,Transition state,True
AlphaNet AD,413,19,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,414,16,2,5,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,415,13,3,4,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,416,17,1,0,False,Transition state,Minimum,False
AlphaNet AD,417,12,0,0,True,Minimum,Minimum,True
AlphaNet AD,418,12,0,0,True,Minimum,Minimum,True
AlphaNet AD,419,13,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,420,11,0,1,False,Minimum,Transition state,False
AlphaNet AD,421,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,422,19,0,2,False,Minimum,Higher-order saddle point,False
AlphaNet AD,423,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,424,14,4,5,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,425,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,426,15,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,427,10,0,0,True,Minimum,Minimum,True
AlphaNet AD,428,10,1,1,True,Transition state,Transition state,True
AlphaNet AD,429,14,0,1,False,Minimum,Transition state,False
AlphaNet AD,430,14,0,1,False,Minimum,Transition state,False
AlphaNet AD,431,15,0,0,True,Minimum,Minimum,True
AlphaNet AD,432,16,0,0,True,Minimum,Minimum,True
AlphaNet AD,433,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,434,12,0,1,False,Minimum,Transition state,False
AlphaNet AD,435,15,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,436,15,0,0,True,Minimum,Minimum,True
AlphaNet AD,437,11,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,438,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,439,15,0,1,False,Minimum,Transition state,False
AlphaNet AD,440,16,1,1,True,Transition state,Transition state,True
AlphaNet AD,441,16,4,4,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,442,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,443,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,444,13,1,3,False,Transition state,Higher-order saddle point,False
AlphaNet AD,445,14,0,1,False,Minimum,Transition state,False
AlphaNet AD,446,18,0,1,False,Minimum,Transition state,False
AlphaNet AD,447,11,1,1,True,Transition state,Transition state,True
AlphaNet AD,448,10,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,449,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,450,18,0,0,True,Minimum,Minimum,True
AlphaNet AD,451,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,452,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,453,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,454,10,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,455,12,0,0,True,Minimum,Minimum,True
AlphaNet AD,456,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,457,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,458,10,0,0,True,Minimum,Minimum,True
AlphaNet AD,459,19,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,460,16,1,3,False,Transition state,Higher-order saddle point,False
AlphaNet AD,461,14,0,0,True,Minimum,Minimum,True
AlphaNet AD,462,11,0,1,False,Minimum,Transition state,False
AlphaNet AD,463,11,1,1,True,Transition state,Transition state,True
AlphaNet AD,464,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,465,14,0,1,False,Minimum,Transition state,False
AlphaNet AD,466,15,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,467,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,468,16,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,469,11,0,0,True,Minimum,Minimum,True
AlphaNet AD,470,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,471,13,0,2,False,Minimum,Higher-order saddle point,False
AlphaNet AD,472,9,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,473,17,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,474,13,0,1,False,Minimum,Transition state,False
AlphaNet AD,475,12,0,0,True,Minimum,Minimum,True
AlphaNet AD,476,13,0,1,False,Minimum,Transition state,False
AlphaNet AD,477,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,478,12,1,1,True,Transition state,Transition state,True
AlphaNet AD,479,16,0,1,False,Minimum,Transition state,False
AlphaNet AD,480,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,481,18,1,1,True,Transition state,Transition state,True
AlphaNet AD,482,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,483,14,0,1,False,Minimum,Transition state,False
AlphaNet AD,484,11,4,5,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,485,17,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,486,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,487,15,0,0,True,Minimum,Minimum,True
AlphaNet AD,488,16,4,2,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,489,16,1,1,True,Transition state,Transition state,True
AlphaNet AD,490,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,491,11,0,0,True,Minimum,Minimum,True
AlphaNet AD,492,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,493,12,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,494,14,0,0,True,Minimum,Minimum,True
AlphaNet AD,495,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,496,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,497,11,0,0,True,Minimum,Minimum,True
AlphaNet AD,498,15,0,0,True,Minimum,Minimum,True
AlphaNet AD,499,15,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,500,12,1,1,True,Transition state,Transition state,True
AlphaNet AD,501,10,1,1,True,Transition state,Transition state,True
AlphaNet AD,502,16,1,1,True,Transition state,Transition state,True
AlphaNet AD,503,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,504,10,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,505,12,0,0,True,Minimum,Minimum,True
AlphaNet AD,506,21,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,507,10,0,2,False,Minimum,Higher-order saddle point,False
AlphaNet AD,508,18,1,1,True,Transition state,Transition state,True
AlphaNet AD,509,12,1,1,True,Transition state,Transition state,True
AlphaNet AD,510,16,0,1,False,Minimum,Transition state,False
AlphaNet AD,511,17,1,1,True,Transition state,Transition state,True
AlphaNet AD,512,21,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,513,18,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,514,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,515,15,1,4,False,Transition state,Higher-order saddle point,False
AlphaNet AD,516,10,0,1,False,Minimum,Transition state,False
AlphaNet AD,517,17,1,1,True,Transition state,Transition state,True
AlphaNet AD,518,15,0,0,True,Minimum,Minimum,True
AlphaNet AD,519,12,1,1,True,Transition state,Transition state,True
AlphaNet AD,520,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,521,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,522,16,1,1,True,Transition state,Transition state,True
AlphaNet AD,523,12,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,524,10,0,0,True,Minimum,Minimum,True
AlphaNet AD,525,12,0,0,True,Minimum,Minimum,True
AlphaNet AD,526,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,527,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,528,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,529,10,1,1,True,Transition state,Transition state,True
AlphaNet AD,530,11,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,531,16,0,1,False,Minimum,Transition state,False
AlphaNet AD,532,15,0,0,True,Minimum,Minimum,True
AlphaNet AD,533,15,1,0,False,Transition state,Minimum,False
AlphaNet AD,534,14,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,535,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,536,12,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,537,15,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,538,16,0,1,False,Minimum,Transition state,False
AlphaNet AD,539,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,540,11,1,1,True,Transition state,Transition state,True
AlphaNet AD,541,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,542,14,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,543,16,0,0,True,Minimum,Minimum,True
AlphaNet AD,544,11,1,1,True,Transition state,Transition state,True
AlphaNet AD,545,14,0,0,True,Minimum,Minimum,True
AlphaNet AD,546,13,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,547,11,1,1,True,Transition state,Transition state,True
AlphaNet AD,548,13,0,1,False,Minimum,Transition state,False
AlphaNet AD,549,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,550,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,551,9,2,1,False,Higher-order saddle point,Transition state,False
AlphaNet AD,552,12,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,553,14,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,554,10,1,1,True,Transition state,Transition state,True
AlphaNet AD,555,16,0,0,True,Minimum,Minimum,True
AlphaNet AD,556,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,557,11,1,1,True,Transition state,Transition state,True
AlphaNet AD,558,13,0,1,False,Minimum,Transition state,False
AlphaNet AD,559,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,560,17,0,2,False,Minimum,Higher-order saddle point,False
AlphaNet AD,561,12,0,0,True,Minimum,Minimum,True
AlphaNet AD,562,19,0,0,True,Minimum,Minimum,True
AlphaNet AD,563,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,564,18,0,0,True,Minimum,Minimum,True
AlphaNet AD,565,14,6,8,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,566,19,0,0,True,Minimum,Minimum,True
AlphaNet AD,567,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,568,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,569,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,570,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,571,14,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,572,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,573,16,0,0,True,Minimum,Minimum,True
AlphaNet AD,574,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,575,12,1,1,True,Transition state,Transition state,True
AlphaNet AD,576,12,0,0,True,Minimum,Minimum,True
AlphaNet AD,577,15,3,4,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,578,14,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,579,16,1,0,False,Transition state,Minimum,False
AlphaNet AD,580,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,581,11,0,1,False,Minimum,Transition state,False
AlphaNet AD,582,16,1,1,True,Transition state,Transition state,True
AlphaNet AD,583,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,584,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,585,10,1,1,True,Transition state,Transition state,True
AlphaNet AD,586,11,1,1,True,Transition state,Transition state,True
AlphaNet AD,587,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,588,19,1,0,False,Transition state,Minimum,False
AlphaNet AD,589,14,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,590,16,0,0,True,Minimum,Minimum,True
AlphaNet AD,591,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,592,17,1,1,True,Transition state,Transition state,True
AlphaNet AD,593,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,594,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,595,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,596,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,597,11,0,0,True,Minimum,Minimum,True
AlphaNet AD,598,10,1,1,True,Transition state,Transition state,True
AlphaNet AD,599,12,1,1,True,Transition state,Transition state,True
AlphaNet AD,600,15,0,0,True,Minimum,Minimum,True
AlphaNet AD,601,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,602,16,1,0,False,Transition state,Minimum,False
AlphaNet AD,603,16,0,0,True,Minimum,Minimum,True
AlphaNet AD,604,10,0,0,True,Minimum,Minimum,True
AlphaNet AD,605,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,606,18,1,1,True,Transition state,Transition state,True
AlphaNet AD,607,14,0,0,True,Minimum,Minimum,True
AlphaNet AD,608,15,0,0,True,Minimum,Minimum,True
AlphaNet AD,609,19,0,0,True,Minimum,Minimum,True
AlphaNet AD,610,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,611,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,612,14,0,0,True,Minimum,Minimum,True
AlphaNet AD,613,12,0,1,False,Minimum,Transition state,False
AlphaNet AD,614,12,0,0,True,Minimum,Minimum,True
AlphaNet AD,615,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,616,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,617,12,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,618,14,0,0,True,Minimum,Minimum,True
AlphaNet AD,619,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,620,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,621,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,622,11,0,0,True,Minimum,Minimum,True
AlphaNet AD,623,16,1,1,True,Transition state,Transition state,True
AlphaNet AD,624,18,0,0,True,Minimum,Minimum,True
AlphaNet AD,625,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,626,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,627,15,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,628,21,1,1,True,Transition state,Transition state,True
AlphaNet AD,629,11,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,630,19,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,631,15,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,632,18,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,633,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,634,16,1,6,False,Transition state,Higher-order saddle point,False
AlphaNet AD,635,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,636,12,1,1,True,Transition state,Transition state,True
AlphaNet AD,637,12,0,0,True,Minimum,Minimum,True
AlphaNet AD,638,16,1,1,True,Transition state,Transition state,True
AlphaNet AD,639,12,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,640,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,641,19,1,1,True,Transition state,Transition state,True
AlphaNet AD,642,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,643,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,644,18,3,3,True,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,645,14,0,0,True,Minimum,Minimum,True
AlphaNet AD,646,11,0,0,True,Minimum,Minimum,True
AlphaNet AD,647,16,0,0,True,Minimum,Minimum,True
AlphaNet AD,648,16,1,1,True,Transition state,Transition state,True
AlphaNet AD,649,15,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,650,12,1,1,True,Transition state,Transition state,True
AlphaNet AD,651,17,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,652,11,0,0,True,Minimum,Minimum,True
AlphaNet AD,653,15,0,0,True,Minimum,Minimum,True
AlphaNet AD,654,10,1,1,True,Transition state,Transition state,True
AlphaNet AD,655,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,656,17,0,1,False,Minimum,Transition state,False
AlphaNet AD,657,13,0,0,True,Minimum,Minimum,True
AlphaNet AD,658,12,1,1,True,Transition state,Transition state,True
AlphaNet AD,659,10,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,660,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,661,18,0,0,True,Minimum,Minimum,True
AlphaNet AD,662,14,2,3,False,Higher-order saddle point,Higher-order saddle point,True
AlphaNet AD,663,16,1,1,True,Transition state,Transition state,True
AlphaNet AD,664,10,1,2,False,Transition state,Higher-order saddle point,False
AlphaNet AD,665,12,0,1,False,Minimum,Transition state,False
AlphaNet AD,666,10,1,3,False,Transition state,Higher-order saddle point,False
AlphaNet AD,667,13,1,0,False,Transition state,Minimum,False
AlphaNet AD,668,16,0,1,False,Minimum,Transition state,False
AlphaNet AD,669,11,1,1,True,Transition state,Transition state,True
AlphaNet AD,670,14,0,0,True,Minimum,Minimum,True
AlphaNet AD,671,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,672,12,1,1,True,Transition state,Transition state,True
AlphaNet AD,673,13,1,1,True,Transition state,Transition state,True
AlphaNet AD,674,14,1,1,True,Transition state,Transition state,True
AlphaNet AD,675,14,0,0,True,Minimum,Minimum,True
AlphaNet AD,676,14,0,0,True,Minimum,Minimum,True
AlphaNet AD,677,15,1,1,True,Transition state,Transition state,True
AlphaNet AD,678,18,0,1,False,Minimum,Transition state,False
AlphaNet AD,679,15,1,1,True,Transition state,Transition state,True
